codigo,descricao
1101001,VIDRO (CONSTRUCAO E REFORMA)
1101101,"MATERIAL HIDRAULICO (TORNEIRA, CANO, ETC) (CONSTRUCAO E REFORMA)"
1101102,TORNEIRA (CONSTRUCAO E REFORMA)
1101103,CANO (CONSTRUCAO E REFORMA)
1101201,MATERIAL PARA INSTALACAO ELETRICA (CONSTRUCAO E REFORMA)
1101202,FIO PARA INSTALACAO ELETRICA (CONSTRUCAO E REFORMA)
1101203,TOMADA (CONSTRUCAO E REFORMA)
1101301,"FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.) (CONSTRUCAO E REFORMA)"
1101302,FECHADURA (CONSTRUCAO E REFORMA)
1101303,FERRO (CONSTRUCAO E REFORMA)
1101304,ARAME (CONSTRUCAO E REFORMA)
1101305,PREGO (CONSTRUCAO E REFORMA)
1101306,RALO DE ESGOTAMENTO DE AGUA (CONSTRUCAO E REFORMA)
1101307,TELA DE ARAME (CONSTRUCAO E REFORMA)
1101308,TRILHO METALICO (CONSTRUCAO E REFORMA)
1101309,ROLAMENTO PARA PORTA (CONSTRUCAO E REFORMA)
1101401,COLA (CONSTRUCAO E REFORMA)
1101402,COLA DE MADEIRA (CONSTRUCAO E REFORMA)
1101403,COLA SUPER BOND (CONSTRUCAO E REFORMA)
1101404,DUREPOX (CONSTRUCAO E REFORMA)
1101405,COLA DE SAPATEIRO (CONSTRUCAO E REFORMA)
1101406,EPOX (COLA) (CONSTRUCAO E REFORMA)
1101501,CAIXA DE DESCARGA (CONSTRUCAO E REFORMA)
1101601,"MADEIRA, TACO, CAIBRO, RIPA, ETC. (CONSTRUCAO E REFORMA)"
1101602,MADEIRA (CONSTRUCAO E REFORMA)
1101603,TACO (CONSTRUCAO E REFORMA)
1101604,CAIBRO (CONSTRUCAO E REFORMA)
1101605,RIPA (CONSTRUCAO E REFORMA)
1101606,SARRAFO (CONSTRUCAO E REFORMA)
1101701,"APARELHOS SANITARIOS (PIA, VASO, BIDE, BANHEIRA, ETC.)"
1101702,PIA
1101703,VASO SANITARIO
1101704,BIDE
1101705,BANHEIRA
1101801,PORTA
1101901,JANELA
1102001,"MAO-DE-OBRA (PEDREIRO, MARCENEIRO, ELETRICISTA, PINTOR, ETC.) (CONSTRUCAO E REFORMA)"
1102002,PEDREIRO (CONSTRUCAO E REFORMA)
1102003,MARCENEIRO (CONSTRUCAO E REFORMA)
1102004,ELETRICISTA (CONSTRUCAO E REFORMA)
1102005,PINTOR (CONSTRUCAO E REFORMA)
1102006,VIDRACEIRO (CONSTRUCAO E REFORMA)
1102101,"VITRIFICACAO (SINTECO, POLIURETANO, ETC.)"
1102201,CARRETO DE MATERIAL DE CONSTRUCAO
1102202,FRETE DE MATERIAL DE CONSTRUCAO (CONSTRUCAO E REFORMA)
1102301,JAZIGO (CONSTRUCAO E REFORMA)
1102401,REFORMA OU OBRA POR EMPREITADA
1102402,CONSTRUCAO POR EMPREITADA
1102403,EMPREITADA  (CONSTRUCAO E REFORMA)
1102404,OBRA POR EMPREITADA (CONSTRUCAO E REFORMA)
1102405,TERRAPLANAGEM (EMPREITADA)  (CONSTRUCAO E REFORMA)
1102501,LATA VAZIA (USADA EM CONSTRUCAO)
1102502,BALDE PARA CONSTRUCAO
1102601,PINCEL (CONSTRUCAO E REFORMA)
1102701,ROLO DE PINTURA (CONSTRUCAO E REFORMA)
1102801,LIXA DE MADEIRA (CONSTRUCAO E REFORMA)
1102802,LIXA DE PAREDE
1102803,LIXA
1102901,ASFALTO (CONSTRUCAO E REFORMA)
1103001,BOIA DE CAIXA DE AGUA (CONSTRUCAO E REFORMA)
1103101,CAIXA DE CORREIO (CONSTRUCAO E REFORMA)
1103102,CAIXA DE CORRESPONDENCIA (CONSTRUCAO E REFORMA)
1103201,LAJE PRE-MOLDADA (CONSTRUCAO E REFORMA)
1103301,ATERRO (CONSTRUCAO E REFORMA)
1103401,PORTAO
1103402,PORTAO ELETRICO
1103501,BASCULANTE (CONSTRUCAO E REFORMA)
1103601,PEDRA MARMORE PARA PIA (CONTRUCAO E REFORMA)
1103602,MARMORE (PEDRA) PARA PIA (CONTRUCAO E REFORMA)
1103603,BALCAO DE MARMORE PARA PIA (CONTRUCAO E REFORMA)
1103604,BALCAO DE PIA (CONTRUCAO E REFORMA)
1103605,BALCAO DE COZINHA (CONTRUCAO E REFORMA)
1103606,GRANITO (PEDRA) PARA PIA (CONTRUCAO E REFORMA)
1103607,BALCAO DE GRANITO PARA PIA (CONTRUCAO E REFORMA)
1103608,GRANITO  (CONTRUCAO E REFORMA)
1103609,PIA PARA COZINHA EM AÇO
1103701,CAIXA DE AGUA DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
1103702,TAMPA DE CAIXA DE AGUA (CONSTRUCAO E REFORMA)
1103703,CAIXA DE AGUA (CONSTRUCAO E REFORMA)
1103801,GRADE DE FERRO (CONSTRUCAO E REFORMA)
1103901,BOX DE BANHEIRO DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
1104001,TANQUE DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
1104101,CAIXA DE LUZ (PADRAO) (CONSTRUCAO E REFORMA)
1104201,MANILHA (CONSTRUCAO E REFORMA)
1104301,"PLACA, ANEL, VIGA, PALANQUE, ETC. DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)"
1104302,PLACA DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
1104303,ANEL DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
1104304,VIGA DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
1104305,PALANQUE DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
1104401,CAIXA DE REGISTRO DE AGUA (CONSTRUCAO E REFORMA)
1104501,MATERIAL PLASTICO PARA COBERTURA (CONSTRUCAO E REFORMA)
1104502,TOLDO PLASTICO (CONSTRUCAO E REFORMA)
1104503,PLASTICO (MATERIAL PARA COBERTURA) (CONSTRUCAO E REFORMA)
1104504,TOLDO DE LONA (CONSTRUCAO E REFORMA)
1104505,LONA (CONSTRUCAO E REFORMA)
1104601,CALHA (CONSTRUCAO E REFORMA)
1104701,ESQUADRIA (CONSTRUCAO E REFORMA)
1104801,POSTE (CONSTRUCAO E REFORMA)
1104802,POSTE DE MADEIRA (CONSTRUCAO E REFORMA)
1104803,POSTE METALICO (CONSTRUCAO E REFORMA)
1104804,POSTE DE CIMENTO (CONSTRUCAO E REFORMA)
1104901,PAPEL DE PAREDE (CONSTRUCAO E REFORMA)
1105001,ESCADA CARACOL (CONSTRUCAO E REFORMA)
1105101,IMPERMEABILIZANTE (CONSTRUCAO E REFORMA)
1105102,MASSA DE VEDACAO DE TELHA (CONSTRUCAO E REFORMA)
1105201,PALHA PARA COBERTURA (CONSTRUCAO E REFORMA)
1105202,SAPE PARA COBERTURA (CONSTRUCAO E REFORMA)
1105301,MASSA DE FIXACAO E VEDACAO DE VIDRO (CONSTRUCAO E REFORMA)
1105401,CASA DE MADEIRA USADA (CONSTRUCAO E REFORMA)
1105501,CONCRETO USINADO (CONSTRUCAO E REFORMA)
1105601,CIPO DE AMARRAR (CONSTRUCAO E REFORMA)
1105701,FOSSA SEPTICA (CONSTRUCAO E REFORMA)
1105801,RUFO DE TELHADO (CONSTRUCAO E REFORMA)
1105802,RUFO PARA TELHADO (CONSTRUCAO E REFORMA)
1105901,OXIDO DE FERRO (PARA PISO DE CERAMICA) (CONSTRUCAO E REFORMA)
1106001,ESTACA PARA CERCA (QUALQUER MATERIAL) (CONSTRUCAO E REFORMA)
1106101,MASSA PARA REJUNTE (CONSTRUCAO E REFORMA)
1106201,CHAPA METALICA (CONSTRUCAO E REFORMA)
1106301,FORRO PARA COBERTURA (CONSTRUCAO E REFORMA)
1106302,FORRO DE MADEIRA (CONSTRUCAO E REFORMA)
1106303,FORRO DE GESSO (CONSTRUCAO E REFORMA)
1106304,FORRO DE PVC (CONSTRUCAO E REFORMA)
1106401,MOTOR ELETRICO PARA PORTAO (CONSTRUCAO E REFORMA)
1106501,MADEIRA E TACO DE MADEIRA CERTIFICADA (SELO FSC)  (CONSTRUCAO E REFORMA)
1106502,MADEIRA COM CERTIFICADO (SELO FSC) (CONSTRUCAO E REFORMA)
1106503,CAIBRO DE MADEIRA CERTIFICADA (SELO FSC) (CONSTRUCAO E REFORMA)
1106504,RIPA DE MADEIRA CERTIFICADA (SELO FSC) (CONSTRUCAO E REFORMA)
1106505,SARRAFO DE MADEIRA CERTIFICADA (SELO FSC) (CONSTRUCAO E REFORMA)
1106601,COMBOGO (CERAMICA VAZADA) (CONSTRUCAO E REFORMA)
1106701,LAREIRA (CONSTRUCAO E REFORMA)
1106801,ALUGUEL DE MAQUINAS (CONSTRUCAO E REFORMA)
1106901,ALUGUEL DE LIXADEIRA ELETRICA  (CONSTRUCAO E REFORMA)
1107001,ARGAMASSA (CONSTRUCAO E REFORMA)
1107002,REJUNTE (CONSTRUCAO E REFORMA)
1107101,BLOCO DE CIMENTO
1107201,SOLEIRA E PARAPEITO DE JANELA DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
1107301,GESSO
1107401,ALUGUEL DE CACAMBA PARA RETIRAR ENTULHOS (CONSTRUCAO E REFORMA)
1107402,RETIRADA DE ENTULHO (CONSTRUCAO E REFORMA)
1107501,"LICENCA PARA OBRA, PLANTA E DESEMBARACO DE DOCUMENTACAO (CONSTRUCAO E REFORMA)"
1107601,INSS DE OBRA  (CONSTRUCAO E REFORMA)
1107602,INPS DE OBRA  (CONSTRUCAO E REFORMA)
1107701,CUBA PARA PIA (QUALQUER MATERIAL) (CONSTRUCAO E REFORMA)
1107702,PIA (CUBA) DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
1107801,LAPIDE
1107901,AQUISICAO DE SEPULTURA
1107902,AQUISICAO DE TERRENO PARA SEPULTURA
1108001,CARPETE (CONSTRUCAO E REFORMA)
1108201,CAIXA DE GORDURA
1108301,CORRIMAO
1108401,BANDEJA DE PINTURA
1108501,CHAMINE
1108601,CAIXA PARA AR CONDICIONADO (CONSTRUCAO E REFORMA)
1108701,CLAROFILITO
1108801,TEXTURA DE PARADE (CONSTRUCAO E REFORMA)
1108901,PORTAL (CONSTRUCAO E REFORMA)
1109001,RODAPE (CONSTRUCAO E REFORMA)
1109101,REMOVEDOR DE TINTA (CONSTRUCAO E REFORMA)
1109201,SELANTE DE SILICONE OU POLIURETANO (CONSTRUCAO E REFORMA)
1109301,SELADOR DE PAREDE (CONSTRUCAO E REFORMA)
1109401,SELADOR DE MADEIRA (CONSTRUCAO E REFORMA)
1109501,TELA DE PROTECAO PARA JANELAS E VARANDAS (CONSTRUCAO E REFORMA)
1109502,TELA MOSQUITEIRA (CONSTRUCAO E REFORMA)
1109601,TAXA DE ALVARÁ (CONSTRUCAO E REFORMA)
1109701,CANALETA DE CONCRETO
1109801,MANTA TERMICA E MANTA IMPERMEABILIZANTE  (CONSTRUCAO E REFORMA)
1109901,PERFIL METALICO (CONSTRUCAO E REFORMA)
1110001,REVESTIMENTO PARA PAREDE DE QUALQUER MATERIAL (REFORMA E CONSTRUCAO)
1110101,CERCA (CONSTRUCAO E REFORMA)
1110201,EQUIPAMENTOS DE SEGURANCA PARA OBRAS
1110301,ALUGUEL DE ANDAIME
1110401,ESPACADORES PARA BLOCOS DE VIDRO
1199901,AGREGADO
1200101,"AQUISICAO DO IMOVEL A VISTA (VALOR PAGO, IMPOSTO DE TRANSMISSAO, ETC.)"
1200201,"AQUISICAO DO IMOVEL A PRAZO (ENTRADA, PARCELAS, TAXAS, IMPOSTOS, ETC.)"
1200301,"LOCACAO DO IMOVEL (CONTRATO, DEPOSITOS DE LOCACAO E CONSERVACAO, SEGURO FIANCA, ETC.)"
1200401,MUDANCA
1200501,"SEGURO DE IMOVEL (INCENDIO, ROUBO, ETC.)"
1200601,TAXA DE COLETA DE LIXO
1200602,TAXA DE LIXO
1200701,TAXA DE ILUMINACAO PUBLICA
1200801,TAXA DE RELIGACAO DE LUZ
1200901,TAXA DE INSTALACAO DE INTERNET
1201001,TAXA DE INSTALACAO OU RELIGACAO DE HIDROMETRO (RELOGIO DE AGUA)
1201101,TAXA EXTRA DE CONDOMINIO (REFORMA E MANUTENCAO)
1201201,SEGURO CONTRA DANOS DE ELETRODOMESTICOS DA COMPANHIA ELETRICA
1201301,CERTIFICADO DE CADASTRO DE IMOVEL RURAL - CCIR
1201401,MULTA DE VIOLACAO DE AGUA E ENERGIA ELETRICA
1201501,TAXA DE PREVENCAO E EXTINCAO DE INCENDIO
1201601,TAXA DE ADESAO DE TV POR ASSINATURA
1201701,TAXA DE INSTALACAO DE ESGOTO
1201801,TAXA DE INSTALACAO DE INTERFONE
1201901,TAXA DE SEGURANCA
1202001,TAXA DE INSTALACAO DE POSTE DE ENERGIA ELETRICA
1202101,TAXA DE INSTALACAO DE TELEFONE
1202201,TAXA DE INSTALACAO DE TV POR ASSINATURA
1202301,TAXA DE ASFALTAMENTO
1202401,TAXA DE LIGACAO DE LUZ
1202501,TAXA DE OCUPACAO DO IMOVEL
1202601,TAXA DE TRANSFERENCIA DE TELEFONE
1202701,TAXA DE TRATAMENTO DE ESGOTO
1202801,TAXA DE UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA
1202901,TAXA DE CONSERVACAO URBANA
1203001,VIGILANCIA ELETRONICA
1203101,TAXA DE ASSOCIACAO DOS MORADORES
1203201,JUROS E MULTA DE ENERGIA ELETRICA
1203301,JUROS E MULTA DE CONTA DE AGUA
1203401,TAXA DE INSTALACAO DE GAS
1203501,TAXA DE AFORAMENTO
1203601,ARRENDAMENTO
1299901,AGREGADO
1300101,COMPRA DE ANIMAL DOMESTICO
1300102,CERTIFICADO DE RACA DE ANIMAL DOMESTICO
1300201,"TRATAMENTO DE SAUDE DE ANIMAL DOMESTICO (VETERINARIO, VACINA, MEDICAMENTO, ETC.)"
1300202,VETERINARIO
1300203,VACINA PARA ANIMAL DOMESTICO
1300204,MEDICAMENTO PARA ANIMAL DOMESTICO
1300205,INJECAO PARA ANIMAL DOMESTICO
1300206,FORTIFICANTE PARA ANIMAL DOMESTICO
1300207,REMEDIO PARA ANIMAL DOMESTICO
1300208,PLANO DE SAUDE PARA ANIMAL DOMESTICO
1300301,"SERVICO DE HIGIENE DE ANIMAL DOMESTICO (BANHO, TOSA, ETC.)"
1300302,BANHO DE ANIMAL DOMESTICO
1300303,TOSA DE PELOS DE ANIMAL DOMESTICO
1300401,TRANSPORTE DE ANIMAL DOMESTICO
1300501,ADESTRAMENTO DE ANIMAL DOMESTICO
1300601,TOSADEIRA DE ANIMAL DOMESTICO
1300701,"UTENSILIOS PARA ANIMAL DOMESTICO (COLEIRA, GAIOLA, ETC.)"
1300702,COLEIRA PARA ANIMAL DOMESTICO
1300703,GAIOLA PARA ANIMAL DOMESTICO
1300704,CORRENTE PARA ANIMAL DOMESTICO
1300705,ENFORCADOR PARA ANIMAL DOMESTICO
1300706,FOCINHEIRA PARA ANIMAL DOMESTICO
1300707,CASA PARA ANIMAL DOMESTICO
1300708,AGASALHO PARA ANIMAL DOMESTICO
1300801,SERVIÇO DE HOSPEDAGEM PARA ANIMAL DOMESTICO
1300901,FUNERAL DE ANIMAL DOMESTICO
1399901,AGREGADO
1400101,FOGAO
1400201,FREEZER
1400301,GELADEIRA DE 1 PORTA
1400401,GELADEIRA DE 2 PORTAS
1400501,CHUVEIRO ELETRICO
1400601,FILTRO DE AGUA
1400701,PURIFICADOR DE AGUA
1400801,MAQUINA DE LAVAR LOUCAS
1400901,FORNO DE MICRO-ONDAS
1401001,FORNO ELETRICO
1401101,FERRO ELETRICO
1401201,MAQUINA DE LAVAR ROUPAS
1401301,TELEVISAO EM CORES (TUBO)
1401401,"TELEVISAO DE LED, PLASMA OU LCD"
1401501,EQUIPAMENTO DE SOM
1401601,RADIO PORTATIL
1401701,APARELHO DE DVD OU BLU RAY
1401801,ANTENA PARABOLICA
1401901,MICROCOMPUTADOR OU NOTEBOOK
1402001,TABLET
1402101,AR-CONDICIONADO
1402201,VENTILADOR OU CIRCULADOR DE AR
1402301,CAMA DE CASAL
1402401,CAMA DE SOLTEIRO
1402501,ARMARIO PARA ROUPAS
1402601,ARMARIO DE COPA/COZINHA
1402701,MESA E/OU CADEIRAS DE COPA/COZINHA
1402801,SOFA OU SOFA-CAMA
1402901,POLTRONAS E/OU CADEIRAS (PARA SALA)
1403001,AUTOMOVEL
1403101,MOTOCICLETA
1403201,BICICLETA
1500101,TELEVISAO EM CORES (TUBO)
1500201,"TELEVISAO DE LED, PLASMA OU LCD"
1500301,TELEVISAO EM PRETO E BRANCO
1500401,APARELHO DE DVD OU BLU RAY
1500501,EQUIPAMENTO DE SOM
1500502,APARELHO DE SOM
1500503,CONJUNTO DE SOM ACOPLADO
1500504,TOCA-DISCOS A LASER
1500505,AMPLIFICADOR
1500601,RADIO PORTATIL
1500602,RADIO DE MESA
1500603,RADIO GRAVADOR E TOCA-FITAS
1500604,RADIO TOCA-FITAS
1500605,RADIO RELOGIO
1500606,TELEFONE-RADIO-RELOGIO
1500701,MICROCOMPUTADOR
1500702,COMPUTADOR
1500801,NOTEBOOK
1500802,LAPTOP
1500901,TABLET
1501001,IMPRESSORA
1501101,"ACESSORIOS DE MICROCOMPUTADOR (MONITOR, TECLADO, MOUSE, LEITOR OU GRAVADOR DE DVD, PROCESSADOR, ETC.)"
1501102,MONITOR PARA COMPUTADOR
1501103,TECLADO PARA COMPUTADOR
1501104,MOUSE
1501105,LEITOR OU GRAVADOR DE DVD
1501106,LEITOR OU GRAVADOR DE BLU RAY
1501107,PROCESSADOR
1501108,PLACA-MAE (MOTHER BOARD)
1501109,DISCO RIGIDO (HARD DISC)
1501110,FONTE PARA MICROCOMPUTADOR
1501111,CAIXAS DE SOM PARA COMPUTADOR
1501112,ESCANER
1501113,ANTENA DE INTERNET VIA RADIO
1501114,ROTEADOR
1501115,MODEM
1501201,VENTILADOR
1501301,AR-CONDICIONADO
1501401,CIRCULADOR DE AR
1501501,CHUVEIRO ELETRICO
1501502,DUCHA ELETRICA
1501601,TORNEIRA ELETRICA
1501701,GELADEIRA
1501702,FRIGOBAR
1501801,FREEZER
1501901,MAQUINA DE LAVAR ROUPAS
1502001,TANQUE DE ROUPA ELETRICO
1502002,TANQUINHO ELETRICO
1502101,FOGAO ELETRICO
1502201,FORNO DE MICRO-ONDAS
1502301,FORNO ELETRICO
1502401,LIQUIDIFICADOR
1502501,BATEDEIRA DE BOLO
1502601,FERRO ELETRICO
1502602,PASSADEIRA A VAPOR
1502701,MAQUINA DE COSTURA ELETRICA
1502801,ASPIRADOR DE PO
1502901,SECADOR E MODELADOR DE CABELO
1502902,SECADOR DE CABELO
1502903,MODELADOR DE CABELO
1502904,PRANCHA ALISADORA DE CABELO
1503001,ANTENA PARABOLICA E EQUIPAMENTOS
1503002,RECEPTOR DE ANTENA PARABOLICA
1503101,APARELHO TELEFONICO NAO CELULAR
1503102,APARELHO DE TELEFONE RESIDENCIAL
1503201,VIDEOCASSETE
1503301,"PALMTOP, PDA, POCKET PC, ETC"
1503401,MAQUINA DE SECAR ROUPAS
1503402,CENTRIFUGA (SECADORA DE ROUPAS)
1503501,MAQUINA DE LAVAR PRATOS
1503601,AQUECEDOR DE AR
1503701,CLIMATIZADOR
1503801,EXAUSTOR
1503802,DEPURADOR DE AR
1503901,PURIFICADOR DE AR
1504001,CAIXA DE SOM
1504101,ALTO-FALANTE
1504201,BOMBA DE AGUA
1504202,MOTOR DE BOMBA DE AGUA
1504301,CAFETEIRA ELETRICA
1504401,ESPREMEDOR DE FRUTAS ELETRICO
1504501,AFIADOR ELETRICO
1504601,ABRIDOR ELETRICO
1504701,FACA ELETRICA
1504801,GRILL
1504901,PURIFICADOR E OZONIZADOR DE AGUA
1505001,TORRADEIRA ELETRICA
1505101,ENCERADEIRA
1505201,BARBEADOR ELETRICO
1505301,DEPILADOR ELETRICO
1505401,REGULADOR DE VOLTAGEM
1505501,APARELHO RECEPTOR DE TV A CABO
1505601,CORTADOR DE GRAMA ELETRICO
1505701,MAQUINA DE CORTAR CABELO ELETRICA
1505801,CENTRIFUGA DE ALIMENTOS
1505901,PANELA ELETRICA
1506001,JARRA ELETRICA
1506101,PROCESSADOR DE ALIMENTOS ELETRICO
1506102,PREPARADOR DE ALIMENTOS ELETRICO
1506103,MULTIPROCESSADOR DE ALIMENTOS ELETRICO
1506104,MULTIPREPARADOR DE ALIMENTOS ELETRICO
1506201,APARELHO DE FAX
1506301,ESTERILIZADOR
1506401,GERADOR DE ENERGIA
1506501,SECRETARIA ELETRONICA
1506601,TRITURADOR ELETRICO
1506701,"CONTROLE REMOTO DE TV, SOM, VIDEOCASSETE, ETC."
1506801,APARELHO DE SOLDA
1506802,ELETRODO DE SOLDA
1506901,LAVADORA DE ALTA PRESSAO
1507001,MASSAGEADOR ELETRICO
1507101,MAQUINA DE FAZER PAO
1507201,SANDUICHEIRA ELETRICA
1507301,VAPORIZADOR ELETRICO
1507302,NEBULIZADOR ELETRICO
1507401,FRITADEIRA ELETRICA
1507402,PANQUEQUEIRA
1507501,PAINEL DE ENERGIA SOLAR
1507502,AQUECEDOR SOLAR
1507601,BEBEDOURO
1507602,GELAGUA
1507603,SUPORTE ELETRICO PARA GARRAFAO DE AGUA
1507701,MICROFONE
1507801,ANTENA DE TELEVISAO NAO-PARABOLICA
1507901,HOME THEATER
1508001,IOGURTEIRA
1508101,FILTRO ELETRICO
1508201,ESTUFA ELETRICA
1508301,FATIADOR DE ALIMENTOS
1508401,AQUECEDOR DE AGUA ELETRICO
1508402,MERGULHAO
1508501,MAQUINA DE CORTAR PISO ELETRICA
1508601,"FURADEIRA, LIXADEIRA, ESMERIL, SERRADEIRA ELETRICA, ETC"
1508602,SERRADEIRA ELETRICA
1508603,ESMERIL ELETRICO
1508604,FURADEIRA ELETRICA
1508605,SERRA MARMORE
1508606,PLAINA ELETRICA
1508607,PARAFUSEIRA A BATERIA
1508608,LIXADEIRA ELETRICA
1508701,FONTE DE ALIMENTACAO DE APARELHO ELETRONICO
1508702,ELIMINADOR DE PILHAS
1508703,CARREGADOR DE PILHAS E BATERIAS
1508704,PISTOLA ELETRICA PARA COLA
1508801,MOEDOR DE CAFE ELETRICO
1508901,CALCULADORA ELETRONICA
1508902,AGENDA ELETRONICA
1509001,MAQUINA DE ESCREVER ELETRICA
1509101,CHURRASQUEIRA ELETRICA
1509201,MOTOSSERRA
1509301,LINHA TELEFONICA RESIDENCIAL
1509401,LANTERNA DE PILHA
1509501,INTERFONE
1509601,IDENTIFICADOR DE CHAMADAS (BINA)
1509701,APARELHO TELEFONICO COM BINA
1509801,APARELHO E LINHA TELEFONICA
1509901,COMPRESSOR DE AR
1510001,CONVERSOR DIGITAL PARA TELEVISAO
1510101,CERCA ELETRICA
1510201,CAMERA DE SEGURANCA
1510301,APARELHO DE FAZER PIPOCA ELETRICO
1510401,ALMOFADA TERMICA VIBRATORIA
1510501,UMIDIFICADOR DE AR
1510502,DESUMIDIFICADOR
1510601,ADEGA CLIMATIZADA
1510701,ADPTADOR PARA SMART TV
1510702,CHROMECAST
1510801,BATEDEIRA DE ACAI
1510901,MAQUINA DE MOER CARNE
1511001,MANGUEIRA (LAVADORA DE ALTA PRESSAO)
1511101,ALARME
1511201,MAQUINA DE WAFFLE
1511301,PROJETOR DE IMAGENS
1511401,SELADORA DE EMBALAGEM
1511501,MAQUINA DE LAMINACAO
1511601,MAQUINA DE FAZER ADESIVOS
1511701,MAQUINA DE SORVETE (SORVETERIA)
1511801,MAQUINA PARA FAZER CERVEJA
1511901,BABA ELETRONICA
1512001,CILINDRO DE MASSAS ELETRICO
1512101,CHALEIRA ELETRICA
1512201,CHAPA ELETRICA
1512301,COOLER ELETRICO
1512401,MIXER
1599901,AGREGADO
1600101,FOGAO A GAS
1600201,FOGAO A LENHA
1600301,FOGAO PARA ACAMPAMENTO
1600401,BOTIJAO DE GAS VAZIO
1600402,BUJAO DE GAS VAZIO
1600501,FILTRO DE AGUA NAO ELETRICO
1600601,CHURRASQUEIRA NAO ELETRICA
1600701,MAQUINA DE COSTURA A PEDAL
1600801,MAQUINA DE COSTURA MANUAL
1600802,MINI MAQUINA DE COSTURA MANUAL
1600901,TABUA DE PASSAR ROUPA
1601001,ESCADA
1601101,COFRE
1601201,RELOGIO DE MESA OU PAREDE
1601202,RELOGIO DE MESA
1601203,RELOGIO DE PAREDE
1601301,PISCINA DE PLASTICO
1601302,PISCINA DE FIBRA
1601401,FERRAMENTAS EM GERAL
1601402,"ALICATE E CHAVE (BOCA, ESTRIA, ETC.)"
1601403,CONJUNTO DE FERRAMENTAS
1601404,CHAVE DE FENDA
1601405,MARTELO
1601406,SERRA MANUAL
1601407,ARCO DE SERRA
1601408,FURADEIRA MANUAL
1601409,SERROTE
1601410,ENXADA
1601411,CAVADEIRA
1601412,ANCINHO
1601413,TERCADO
1601414,PICARETA
1601415,PE-DE-CABRA
1601416,FOICE
1601417,PENEIRA
1601418,NIVEL
1601419,ESCALA
1601420,RISCADOR
1601421,CORTADOR DE AZULEJO
1601422,PA (FERRAMENTA)
1601423,METRO (FERRAMENTA)
1601424,MARRETA
1601425,CHAVE INGLESA
1601426,BROCA
1601427,PLAINA
1601428,FERRO DE SOLDAR
1601429,MACARICO DE SOLDAR
1601430,LIMA
1601431,FORMAO
1601432,CARRINHO DE MAO
1601433,TESOURA DE CORTAR LATAO
1601434,MACHADO
1601435,LAMINA DE SERRA
1601436,SERRA (LAMINA DE ACO)
1601437,DESEMPENADEIRA
1601438,COLHER DE PEDREIRO
1601439,JOGO DE FERRAMENTAS
1601440,ALICATE
1601441,CHAVE DE BOCA
1601442,FACAO (FERRAMENTA)
1601443,TRENA METRICA
1601444,PLANTADEIRA MANUAL
1601445,MACACO HIDRAULICO
1601501,CAIXA DE FERRAMENTAS
1601601,CORTADOR DE GRAMA NAO ELETRICO
1601602,TESOURA DE CORTAR GRAMA
1601701,MAQUINAS AGRICOLAS DE PEQUENO PORTE
1601702,MOENDA DE CANA
1601703,PULVERIZADOR DE AGROTOXICO
1601704,RALADORA
1601705,PICADEIRA
1601706,TRITURADORA
1601707,DEBULHADOR
1601801,FORNO A GAS
1601901,FORNO A LENHA
1602001,FOGAREIRO
1602101,MAQUINA DE CORTAR PISO NAO ELETRICA
1602201,MAQUINA DE BATER ACAI MANUAL
1602301,MAQUINA DE MOER MILHO MANUAL
1602401,MAQUINA PARA RALAR MANDIOCA MANUAL
1602501,AQUECEDOR DE AGUA A GAS
1602601,CALCULADORA MECANICA
1602701,CARRINHO DE FEIRA
1602801,BALANCA PARA PESSOAS
1602802,BALANCA DE BANHEIRO
1602901,FERRO A GAS
1603001,LAMPIAO
1603002,LAMPARINA
1603101,GARRAFAO PLASTICO DE AGUA VAZIO
1603201,SUPORTE PARA GARRAFAO DE AGUA NAO ELETRICO
1603202,SUPORTE PARA AGUA MINERAL NAO ELETRICO
1603301,ANDADOR
1603302,VOADOR (ANDADOR)
1603401,BEBE-CONFORTO
1603501,MAQUINA DE CREPE A GAS
1603601,CHUVEIRO OU DUCHA NAO ELETRICOS
1603701,FORNO DE FUNDICAO
1603801,CHAPA PARA FORNO
1603901,MAQUINA DE MOER CARNE
1604101,DESCASCADOR DE FRUTAS (APARELHO NAO ELETRICO)
1699901,AGREGADO
1700101,CONJUNTO ESTOFADO
1700201,CONJUNTO ESTOFADO COM MESA
1700301,SOFA OU SOFA-CAMA
1700302,SOFA
1700303,SOFA-CAMA
1700401,POLTRONA
1700501,PUFE
1700601,ESTANTE (SALA)
1700602,ARMARIO (SALA)
1700603,RACK (ESTANTE)
1700701,"MESA PARA TV, SOM E VIDEO"
